cuisine,id
italian,44990
italian,17237
japanese,39403
mexican,15652
italian,14568
mexican,44779
thai,37888
italian,9529
southern_us,20700
mexican,17741
southern_us,17475
mexican,12581
italian,5996
chinese,29042
british,987
italian,39819
greek,31679
greek,1150
mexican,39167
chinese,43037
greek,20071
greek,43815
italian,31649
mexican,12218
greek,32836
italian,18175
japanese,48197
filipino,31474
greek,46428
italian,25246
greek,2991
greek,38216
southern_us,14978
greek,31085
chinese,34515
indian,6026
italian,19132
french,48775
greek,29309
italian,4033
indian,36462
chinese,13235
italian,17863
irish,25694
italian,24204
greek,14541
chinese,13993
mexican,8996
cajun_creole,9943
french,22707
french,35292
mexican,46886
greek,11566
greek,8272
chinese,30552
greek,21033
italian,42971
mexican,42275
italian,44059
greek,44159
italian,48500
thai,14617
indian,7867
cajun_creole,13913
indian,40684
greek,49174
greek,34772
greek,16738
thai,11353
chinese,17429
mexican,6213
italian,26682
italian,42067
southern_us,45944
greek,43318
chinese,32084
italian,23806
greek,2721
southern_us,6479
mexican,48519
greek,12560
vietnamese,4171
greek,14434
italian,21159
italian,44745
mexican,12965
indian,39978
indian,32514
greek,1336
greek,48649
chinese,21591
greek,32813
korean,5818
greek,39944
greek,33274
southern_us,13429
chinese,9739
greek,44031
italian,25007
greek,29143
southern_us,41309
vietnamese,17675
italian,5570
italian,12206
italian,33553
filipino,30898
french,23937
mexican,11454
greek,16091
cajun_creole,6058
thai,18720
italian,42018
mexican,3462
cajun_creole,19617
indian,18874
greek,6416
filipino,15063
chinese,46292
greek,38247
mexican,36427
greek,47417
mexican,4768
italian,11626
indian,21027
greek,22079
chinese,20527
southern_us,27846
greek,16236
french,46145
thai,7761
italian,34212
thai,17180
moroccan,4546
greek,44474
vietnamese,37886
greek,17842
chinese,27282
greek,979
greek,6895
greek,4150
mexican,32995
chinese,8444
mexican,13686
indian,8918
indian,17569
indian,19313
mexican,23833
italian,4623
french,18164
indian,45780
mexican,17994
indian,12268
thai,14368
indian,19242
greek,21658
greek,32160
french,20931
italian,30800
thai,33829
japanese,29674
chinese,36367
mexican,40547
southern_us,39583
cajun_creole,18638
mexican,10010
italian,7084
italian,30421
greek,24243
italian,38417
chinese,5183
southern_us,4522
italian,29727
italian,47928
chinese,11211
mexican,10117
mexican,26611
thai,21852
italian,41769
mexican,16342
greek,13694
thai,1173
mexican,12257
indian,27392
chinese,20360
chinese,16090
chinese,31245
mexican,23411
greek,46268
greek,45488
filipino,39708
thai,25281
mexican,9057
italian,24917
greek,49532
italian,5491
italian,33378
italian,23340
greek,13456
indian,31952
mexican,39823
italian,445
greek,28523
greek,32201
jamaican,5612
italian,44099
greek,7608
french,30971
brazilian,38223
greek,43482
chinese,36483
southern_us,9875
chinese,18378
mexican,9583
thai,13947
greek,8681
indian,46374
southern_us,47034
cajun_creole,45643
greek,5551
chinese,23694
chinese,32724
southern_us,48999
southern_us,5952
greek,36593
greek,48894
mexican,27066
greek,9343
indian,35625
greek,22159
greek,39883
chinese,20939
southern_us,21471
greek,2208
italian,38731
indian,10206
cajun_creole,425
greek,11081
vietnamese,48333
brazilian,46536
greek,25686
italian,41323
southern_us,30523
italian,29731
cajun_creole,23018
thai,43425
mexican,43325
greek,24159
chinese,2121
greek,15876
greek,11191
mexican,4338
greek,4072
italian,29363
indian,29278
greek,4276
italian,47413
italian,16670
greek,31767
vietnamese,37741
greek,45568
southern_us,13871
indian,15015
greek,1536
thai,1466
mexican,10405
italian,15963
greek,45075
greek,2588
greek,17070
thai,14012
greek,44422
greek,14609
mexican,46913
greek,5710
greek,16086
greek,48335
greek,41667
italian,20551
greek,29812
vietnamese,32212
italian,18
italian,14823
chinese,30464
greek,31748
italian,8081
greek,2484
mexican,41751
italian,25020
mexican,6889
mexican,37348
southern_us,27337
southern_us,21625
mexican,43407
greek,737
greek,42668
italian,36758
cajun_creole,3528
chinese,40542
filipino,8277
greek,22826
southern_us,16937
italian,8216
greek,10738
chinese,11932
italian,21240
greek,14296
greek,24128
southern_us,44718
greek,40317
greek,22385
southern_us,16417
southern_us,19098
mexican,36846
chinese,10401
cajun_creole,10602
greek,16051
italian,25205
italian,45464
italian,8956
italian,23386
greek,7691
greek,21774
italian,49705
greek,34095
italian,40336
greek,44728
italian,10843
italian,21666
italian,44202
greek,17673
southern_us,34724
italian,32367
japanese,14479
southern_us,46203
italian,7485
japanese,24792
italian,37601
thai,11749
vietnamese,40459
greek,6034
greek,46184
japanese,8659
mexican,28264
chinese,40788
mexican,25901
greek,6880
mexican,26443
italian,27597
italian,4679
mexican,27054
italian,33316
greek,28346
indian,46206
mexican,9856
mexican,36740
mexican,38157
greek,11701
italian,43877
chinese,21737
greek,17489
french,5182
mexican,47765
thai,36916
italian,21953
mexican,44316
chinese,37928
greek,23423
italian,26636
italian,27428
greek,29136
filipino,45677
mexican,35525
mexican,28707
chinese,4234
mexican,45606
cajun_creole,6646
chinese,1733
greek,31169
indian,45279
greek,14269
chinese,26266
italian,15973
mexican,15279
greek,33120
moroccan,26073
mexican,25767
greek,12044
greek,822
greek,13536
french,1978
greek,3895
greek,8427
greek,16946
chinese,9005
greek,42707
chinese,17931
italian,2110
italian,21611
greek,48079
greek,22441
italian,43783
italian,49514
indian,26278
indian,39096
greek,36782
italian,31016
greek,41700
greek,8046
moroccan,14017
greek,48126
italian,48972
indian,21200
greek,37825
mexican,24835
greek,38205
greek,48460
filipino,29019
greek,18799
greek,23742
indian,30089
greek,1400
greek,7025
chinese,19873
mexican,29374
italian,45577
southern_us,46375
japanese,28377
chinese,39019
mexican,16754
mexican,28648
southern_us,32006
chinese,49138
british,14159
italian,33747
mexican,49510
filipino,2118
mexican,14463
indian,12299
french,16115
italian,30854
southern_us,41412
korean,36655
chinese,31595
italian,8225
italian,47650
mexican,40681
indian,43979
thai,7934
greek,45199
vietnamese,6851
greek,4006
vietnamese,610
greek,18142
italian,34363
mexican,30475
mexican,35246
jamaican,29020
greek,27993
greek,24921
italian,22164
greek,725
italian,34349
chinese,48655
italian,46658
french,28212
japanese,27714
italian,6049
greek,19836
greek,33934
indian,1338
greek,21498
italian,27005
chinese,40168
greek,4877
thai,15415
chinese,5545
filipino,20433
russian,11634
indian,25492
mexican,21017
italian,22311
italian,17808
french,30869
greek,11794
italian,26414
thai,1450
indian,17605
chinese,19789
indian,25287
thai,526
cajun_creole,6426
thai,838
chinese,38921
greek,43956
korean,16406
italian,33285
greek,45131
southern_us,44192
indian,36629
filipino,23975
italian,46511
mexican,45907
greek,22734
greek,43589
cajun_creole,30287
greek,23900
mexican,11928
italian,16529
moroccan,25626
mexican,12962
italian,19959
italian,18195
greek,37128
cajun_creole,25730
greek,40554
italian,34484
cajun_creole,17596
greek,47805
italian,8438
french,31594
greek,2308
greek,40522
japanese,42693
indian,48848
indian,44560
italian,7700
cajun_creole,43908
southern_us,3930
italian,20940
italian,12360
russian,23094
greek,20327
greek,34630
mexican,41264
japanese,25085
greek,48479
italian,31715
greek,29569
chinese,39317
mexican,15719
mexican,4162
chinese,15001
indian,12123
italian,42748
greek,41905
greek,4484
italian,30867
indian,17319
mexican,13081
mexican,11899
mexican,13374
filipino,27495
greek,18138
indian,14851
french,16111
mexican,23947
chinese,5970
italian,16594
italian,5820
cajun_creole,28254
greek,10280
mexican,45113
mexican,26103
greek,14985
indian,35731
mexican,30031
greek,27627
mexican,43874
greek,14497
indian,45524
indian,42287
chinese,5922
greek,25698
greek,19355
chinese,24250
japanese,11355
greek,40719
italian,17155
mexican,4387
thai,21848
mexican,45934
greek,14669
italian,7153
italian,19848
mexican,7324
french,11419
indian,42599
indian,30771
greek,28371
greek,33112
italian,49146
mexican,40340
italian,10502
greek,47056
indian,41269
vietnamese,3350
thai,23684
greek,20727
italian,23099
italian,49125
indian,24362
mexican,44077
italian,22428
mexican,34271
greek,24892
greek,28073
italian,37462
italian,12
french,49513
italian,43115
greek,44461
mexican,41691
french,24331
italian,34010
italian,33379
italian,22653
greek,18136
greek,47396
indian,373
greek,28717
indian,41036
italian,23119
italian,22546
indian,29176
french,36192
italian,41978
greek,16397
greek,22951
greek,35400
greek,18095
greek,12517
greek,37493
greek,3927
italian,1147
italian,1370
mexican,18935
thai,10993
mexican,4693
greek,10439
greek,17130
italian,1815
mexican,871
cajun_creole,18587
italian,34251
chinese,12739
greek,36588
chinese,18833
mexican,47216
mexican,9988
greek,31994
italian,47730
southern_us,23665
southern_us,36099
italian,20308
greek,36430
thai,19185
chinese,12413
chinese,35605
greek,20708
cajun_creole,19801
italian,32603
italian,22243
italian,7244
southern_us,37724
mexican,22988
cajun_creole,41278
italian,2244
mexican,5
indian,32270
thai,7837
italian,28188
greek,41484
mexican,4767
mexican,13508
greek,6806
vietnamese,26307
italian,33387
greek,9764
mexican,4815
korean,42662
mexican,41477
mexican,6417
mexican,22285
italian,49476
korean,26084
greek,44742
mexican,19022
italian,32578
italian,10514
greek,13815
greek,19472
mexican,7373
italian,23280
filipino,11559
greek,12765
greek,40511
cajun_creole,40858
southern_us,24236
chinese,16187
italian,42423
chinese,32296
greek,44908
greek,2833
greek,25142
french,7268
greek,5582
mexican,25289
greek,2838
chinese,10185
greek,45665
southern_us,38764
greek,33129
greek,18427
korean,15256
mexican,6477
mexican,30986
greek,25978
greek,5957
greek,40329
greek,11071
chinese,48793
indian,5115
mexican,40723
chinese,41245
mexican,6240
mexican,4699
greek,13769
thai,33336
chinese,4811
mexican,18127
greek,42772
greek,45102
greek,26926
chinese,47055
italian,15650
greek,26966
greek,45230
vietnamese,44400
indian,26203
greek,21311
french,11945
greek,25732
french,39567
indian,25575
greek,7211
mexican,13410
thai,173
filipino,11563
japanese,38716
greek,32625
vietnamese,22638
greek,23818
chinese,8596
indian,27471
greek,28233
indian,47682
italian,20385
cajun_creole,12567
mexican,43903
italian,4925
mexican,7818
southern_us,35051
cajun_creole,4586
mexican,20743
chinese,16369
mexican,13883
thai,38849
italian,26017
italian,24719
greek,15767
italian,30007
cajun_creole,34297
southern_us,30597
french,25578
greek,41719
greek,23913
mexican,11153
indian,39196
mexican,7338
greek,21090
italian,25451
italian,5482
italian,23031
greek,15926
greek,28527
greek,40828
italian,42196
greek,39387
greek,28870
greek,15503
greek,36678
greek,38576
chinese,16192
greek,25622
greek,12687
mexican,48280
southern_us,47405
southern_us,15140
greek,20579
french,30880
indian,39040
cajun_creole,17487
mexican,3762
italian,20910
mexican,19072
greek,39412
indian,28679
japanese,7314
moroccan,34143
southern_us,5594
italian,24503
chinese,28432
greek,21054
greek,11965
filipino,30692
italian,9901
italian,37008
greek,25505
southern_us,10740
chinese,21791
chinese,5539
italian,19680
indian,24129
mexican,8351
italian,12701
chinese,12042
indian,26441
chinese,21399
greek,43615
mexican,12283
southern_us,32715
southern_us,24499
greek,9035
southern_us,22563
mexican,28467
greek,41765
chinese,38064
french,31087
mexican,23005
greek,25806
greek,37930
japanese,10879
mexican,40080
greek,11216
italian,42099
italian,27377
mexican,4453
southern_us,9001
greek,27383
greek,18472
southern_us,22313
vietnamese,31709
italian,38931
greek,5261
chinese,17530
greek,19071
greek,42108
chinese,7099
mexican,10678
greek,226
mexican,16283
italian,42538
italian,7991
southern_us,6127
greek,16011
vietnamese,5664
italian,19882
moroccan,48540
indian,45897
greek,46935
greek,738
japanese,25990
french,15397
southern_us,17496
greek,29458
japanese,31331
greek,17562
greek,12661
indian,35726
filipino,34728
italian,32619
greek,14510
mexican,25391
greek,34723
italian,28055
thai,15498
chinese,42070
chinese,26506
indian,35888
greek,40255
italian,2943
greek,48785
greek,8979
mexican,27068
mexican,19842
japanese,28677
italian,27565
italian,35410
greek,6149
greek,45188
greek,33341
chinese,15024
indian,35126
mexican,19020
italian,9491
greek,40281
thai,34120
chinese,6504
italian,8285
greek,21811
italian,24014
mexican,5134
indian,7360
italian,47692
greek,41845
italian,34326
southern_us,19249
italian,6843
indian,15897
moroccan,17032
greek,16293
chinese,9128
mexican,40249
mexican,33418
chinese,38161
italian,24973
italian,30725
greek,46619
mexican,16252
cajun_creole,4516
italian,3652
greek,7704
japanese,18104
greek,39865
greek,22207
greek,29362
greek,40422
indian,5285
filipino,36114
greek,26586
greek,49698
greek,27718
mexican,36219
greek,30609
mexican,44118
greek,30917
greek,37880
mexican,43301
chinese,21584
southern_us,8328
mexican,46508
mexican,31063
mexican,17264
mexican,586
vietnamese,19414
greek,10375
greek,29177
greek,949
mexican,28118
greek,4160
italian,24882
mexican,13571
mexican,11532
italian,6928
italian,31998
vietnamese,22741
southern_us,13915
italian,48633
mexican,1011
russian,17649
indian,32786
greek,18615
italian,48257
mexican,11599
italian,43063
chinese,14526
italian,37125
indian,8063
japanese,32934
greek,12139
chinese,33392
italian,8538
greek,47527
vietnamese,33955
mexican,8088
greek,33306
mexican,22004
mexican,49699
greek,45344
greek,8924
indian,8965
italian,37812
french,26605
greek,1499
japanese,41392
greek,2338
greek,48685
mexican,39463
italian,16150
italian,42577
greek,761
italian,43360
mexican,47783
greek,20532
italian,11963
mexican,41456
southern_us,20446
greek,34645
french,4238
greek,49502
chinese,6451
korean,18981
indian,35385
greek,2459
italian,32884
greek,4809
greek,14992
japanese,36732
greek,33064
italian,16264
korean,46857
mexican,7003
cajun_creole,20492
mexican,25654
filipino,10849
indian,29207
southern_us,27412
cajun_creole,47264
italian,24155
greek,49484
greek,36541
mexican,49339
greek,25840
italian,14136
mexican,45538
greek,31716
southern_us,35893
chinese,20742
greek,1158
southern_us,7742
mexican,14846
vietnamese,27770
japanese,41274
mexican,43871
italian,24983
chinese,37305
greek,18545
greek,41013
cajun_creole,15782
filipino,3892
italian,16005
greek,38901
mexican,40350
thai,40268
chinese,11941
greek,32193
greek,6438
greek,28612
southern_us,34937
southern_us,18750
italian,44983
italian,8662
italian,10026
southern_us,784
greek,28879
thai,5707
italian,45299
italian,40004
mexican,7800
mexican,20166
greek,48006
italian,20841
greek,23893
french,20164
greek,45206
mexican,22864
italian,46996
greek,16927
greek,678
mexican,1317
japanese,43897
mexican,24269
mexican,11316
chinese,1902
japanese,46191
thai,31549
mexican,22391
mexican,19490
mexican,8356
indian,45697
greek,47308
mexican,46898
indian,14830
moroccan,3738
french,33149
greek,36390
greek,10543
indian,22597
mexican,49045
italian,26531
greek,38356
southern_us,31739
chinese,28912
brazilian,42828
italian,3903
italian,44976
italian,28573
japanese,44215
indian,35636
mexican,10709
thai,44787
greek,3263
cajun_creole,36111
southern_us,38476
cajun_creole,28105
cajun_creole,43568
mexican,6441
greek,45081
greek,8666
chinese,35983
greek,14186
greek,10143
italian,2448
greek,26012
cajun_creole,48776
french,39833
greek,12533
greek,13637
greek,5998
greek,28339
southern_us,26881
greek,40945
thai,36422
italian,40041
southern_us,38541
cajun_creole,35240
greek,44367
italian,18043
indian,35014
italian,30069
mexican,16713
chinese,12339
greek,12234
greek,12453
filipino,22609
southern_us,44725
thai,29732
greek,44392
indian,23798
mexican,24772
italian,12345
chinese,23309
moroccan,40450
italian,28710
indian,8336
greek,3554
italian,5668
greek,34033
mexican,20513
greek,1130
greek,30203
greek,46316
vietnamese,29023
thai,22289
italian,49330
indian,32512
indian,4554
italian,14947
italian,33667
italian,49000
indian,31457
greek,46254
italian,37570
greek,5605
indian,24507
vietnamese,30816
mexican,32852
vietnamese,13107
italian,20463
greek,85
mexican,27025
cajun_creole,40983
italian,20113
greek,44284
italian,16999
chinese,35662
greek,14382
chinese,40297
indian,32630
greek,7264
greek,14867
greek,18802
indian,3985
french,35155
brazilian,17760
greek,14474
mexican,28666
italian,38277
greek,7931
indian,49649
mexican,8266
mexican,29725
chinese,20460
greek,4097
greek,44710
mexican,6344
indian,11194
french,44716
filipino,34191
indian,39699
italian,14929
italian,47451
mexican,24368
greek,884
greek,5137
greek,38574
italian,48792
chinese,49132
italian,5669
chinese,37952
mexican,49298
greek,41405
greek,34909
greek,10767
greek,5721
greek,27292
chinese,18692
korean,27907
mexican,45127
greek,33534
greek,26
thai,13068
mexican,45579
french,28956
greek,1201
mexican,43090
italian,30197
italian,27762
greek,43057
french,24887
cajun_creole,43916
cajun_creole,544
french,10438
indian,9331
mexican,649
moroccan,32577
italian,36873
thai,48446
mexican,28909
chinese,1999
greek,42137
thai,48503
japanese,49033
italian,1053
french,5535
chinese,21864
french,21042
indian,3321
italian,16337
thai,22885
cajun_creole,4020
indian,41425
indian,2830
greek,26570
greek,19943
japanese,17114
greek,6009
greek,43791
mexican,13681
japanese,11385
chinese,21875
chinese,32449
greek,3924
french,8799
italian,1989
greek,23288
greek,23920
mexican,46349
cajun_creole,44238
greek,31337
italian,14492
greek,18368
italian,13781
chinese,42371
chinese,20640
greek,48955
mexican,46955
greek,30032
korean,3103
chinese,19597
greek,23435
filipino,31446
korean,33791
indian,23813
greek,14538
southern_us,35181
japanese,6246
mexican,40850
italian,32080
indian,781
indian,7679
greek,44640
greek,17645
japanese,12454
italian,28430
italian,6876
greek,48868
cajun_creole,43333
greek,9807
chinese,27843
greek,45089
chinese,41811
greek,28131
chinese,23394
italian,29599
mexican,40086
italian,20013
italian,18134
thai,48291
indian,30903
greek,2777
southern_us,3630
mexican,37511
southern_us,26835
chinese,7201
italian,20442
greek,19136
mexican,40878
greek,1177
cajun_creole,43121
southern_us,11307
indian,37617
greek,25583
indian,27863
indian,17830
chinese,18267
cajun_creole,29923
greek,27827
mexican,4616
indian,9979
italian,2878
italian,40101
indian,13411
italian,9683
greek,48733
indian,27233
filipino,25926
brazilian,22098
cajun_creole,16095
italian,15839
greek,10882
southern_us,44004
greek,45224
greek,40285
mexican,20598
italian,19307
chinese,14899
greek,36512
italian,37453
italian,4319
greek,28718
cajun_creole,44611
italian,26031
greek,36988
korean,24182
italian,4727
greek,25982
italian,9544
chinese,48030
greek,47789
italian,16245
italian,12440
greek,32989
cajun_creole,10582
greek,23028
italian,45653
greek,46888
mexican,20392
chinese,13453
moroccan,1300
greek,29343
greek,27423
british,46977
greek,27479
italian,37899
italian,21177
greek,45590
southern_us,46775
indian,45416
indian,23039
italian,26308
greek,23306
japanese,42367
mexican,41379
greek,16715
southern_us,33712
greek,24136
italian,26094
chinese,2212
italian,19672
mexican,42872
indian,36661
greek,26319
italian,263
indian,13942
greek,43311
greek,12743
mexican,7519
filipino,35601
greek,44197
irish,8617
greek,6573
greek,13377
chinese,31725
korean,13042
greek,2701
indian,38137
mexican,11356
southern_us,3202
indian,15530
greek,18012
mexican,22683
greek,37199
greek,5169
chinese,43401
cajun_creole,7246
italian,36491
greek,40868
greek,8084
british,45914
greek,32344
greek,27508
mexican,27323
italian,29576
italian,13998
thai,28214
greek,2918
southern_us,19918
indian,44955
chinese,7007
russian,32164
chinese,20929
mexican,10380
indian,28015
italian,24501
korean,37257
mexican,17772
indian,7977
chinese,24949
italian,9467
mexican,18520
mexican,48539
mexican,11435
greek,44041
mexican,44022
mexican,19010
mexican,18395
greek,35008
mexican,45807
filipino,27065
vietnamese,460
spanish,22725
cajun_creole,32575
italian,10099
cajun_creole,9431
mexican,9493
greek,30423
cajun_creole,11861
indian,22632
greek,32893
greek,5868
mexican,3938
greek,17724
greek,4075
greek,24174
italian,34798
japanese,9407
mexican,4008
mexican,6472
greek,43384
greek,47289
greek,27905
japanese,9628
chinese,41613
chinese,8128
cajun_creole,33224
greek,21571
irish,41246
mexican,48240
italian,46816
greek,45778
greek,13798
greek,31606
greek,43293
italian,27725
southern_us,7614
italian,24798
mexican,16256
greek,10296
indian,46895
greek,18706
chinese,25895
indian,42986
greek,42194
greek,44727
mexican,2381
moroccan,7850
southern_us,21066
vietnamese,1427
greek,30832
greek,44593
italian,35604
korean,42802
greek,30307
greek,8893
greek,43086
southern_us,278
greek,48861
greek,9641
italian,18801
indian,13009
greek,42823
mexican,3954
italian,49035
vietnamese,34278
greek,25941
italian,38577
greek,37973
italian,813
greek,29444
cajun_creole,30058
italian,34601
italian,42370
greek,9228
greek,12638
greek,37549
greek,19802
vietnamese,30931
chinese,22179
mexican,44664
indian,42631
mexican,23407
vietnamese,30557
italian,28888
thai,326
mexican,47891
vietnamese,22600
greek,24737
cajun_creole,11278
italian,42285
greek,18700
italian,11577
italian,5218
greek,13220
indian,16992
chinese,22967
thai,16610
japanese,46382
italian,28228
greek,18123
italian,25348
mexican,48051
filipino,26379
greek,38821
chinese,44418
mexican,22932
greek,17089
korean,17307
greek,8828
greek,21515
greek,41525
italian,18627
italian,8423
italian,17848
italian,12762
mexican,2524
cajun_creole,15334
greek,3322
greek,5367
mexican,5255
moroccan,9150
italian,22599
italian,7368
greek,25212
italian,29633
mexican,26841
greek,20127
greek,4992
italian,35021
southern_us,47863
greek,530
moroccan,1974
filipino,3006
japanese,23010
greek,21593
italian,11204
italian,3363
greek,33675
thai,38682
southern_us,46627
greek,12852
greek,37503
greek,20805
greek,18925
french,27954
mexican,20154
greek,11714
mexican,11134
greek,29380
indian,19736
mexican,10476
indian,4136
mexican,36681
southern_us,35006
indian,36876
greek,10774
greek,27429
italian,9455
mexican,5774
italian,48634
indian,37245
greek,17279
greek,9366
southern_us,26166
greek,5247
greek,41148
mexican,19055
greek,2229
greek,27352
greek,24718
greek,17647
mexican,21324
korean,4946
greek,21404
southern_us,6849
greek,4572
vietnamese,48468
french,37152
chinese,825
greek,47537
french,5072
thai,18872
greek,37657
italian,39345
thai,9604
italian,5363
italian,12065
greek,12366
vietnamese,15642
indian,20213
greek,16381
mexican,25412
french,34973
southern_us,13475
mexican,24334
mexican,4428
italian,7273
greek,35903
greek,41592
italian,44689
italian,42405
brazilian,6995
indian,2577
chinese,48095
southern_us,6623
japanese,22733
italian,36104
mexican,23779
greek,46697
southern_us,47965
italian,17225
indian,37106
greek,12615
british,36033
greek,45146
indian,45800
french,30163
mexican,12660
greek,11490
chinese,40192
italian,21436
greek,48613
mexican,1628
greek,19953
mexican,44451
mexican,45922
greek,4804
greek,1751
greek,26520
greek,39367
korean,23616
southern_us,38862
greek,21414
greek,2452
italian,27591
vietnamese,14224
moroccan,36691
greek,15391
mexican,11104
greek,16206
greek,9156
greek,16344
chinese,33295
italian,47513
greek,5352
greek,28741
indian,6847
thai,36463
greek,14838
italian,37311
italian,6347
italian,47812
indian,34919
italian,14812
mexican,11772
italian,44916
indian,2014
japanese,13041
italian,40815
greek,32713
mexican,38272
chinese,30770
greek,22254
mexican,45828
greek,49113
mexican,37876
french,30219
mexican,3111
italian,33267
greek,35742
southern_us,15890
mexican,10968
greek,45879
greek,18676
greek,29425
italian,27055
mexican,19485
italian,47644
mexican,1988
greek,21210
italian,3792
greek,9071
mexican,25703
greek,25404
french,5791
greek,35221
indian,33813
greek,21441
greek,10503
korean,17270
southern_us,17560
indian,25735
greek,34818
moroccan,2970
greek,39582
mexican,22358
indian,2864
indian,15823
indian,31475
chinese,30636
greek,28962
indian,45813
mexican,4000
chinese,35530
greek,974
cajun_creole,12382
italian,7347
greek,26496
mexican,33767
japanese,48412
mexican,40496
chinese,37961
chinese,6571
mexican,49304
mexican,34097
mexican,10646
chinese,44083
italian,48463
indian,1063
greek,30583
italian,26237
southern_us,8680
italian,32752
mexican,23273
filipino,5717
indian,2579
greek,45463
greek,38241
greek,30514
greek,13101
cajun_creole,19210
cajun_creole,26502
greek,46982
greek,21905
cajun_creole,46699
indian,15406
mexican,45763
southern_us,721
italian,32708
mexican,38004
mexican,17682
chinese,46596
greek,48682
mexican,31605
cajun_creole,38031
greek,18179
greek,48663
italian,36353
french,4550
greek,35488
mexican,33342
greek,25731
indian,48838
thai,39653
thai,33286
italian,21344
french,37156
greek,20611
mexican,8869
greek,44038
italian,42754
greek,23823
british,13596
italian,45059
italian,46483
japanese,253
greek,4053
italian,8559
italian,7844
southern_us,9188
filipino,32548
greek,26083
brazilian,20244
mexican,37673
greek,668
greek,29434
greek,16805
mexican,45658
italian,47594
greek,7452
spanish,22645
italian,42522
mexican,23363
greek,35610
greek,37631
indian,8879
italian,38337
indian,19826
greek,8844
greek,6484
french,45118
indian,22731
chinese,20793
indian,16487
chinese,24490
mexican,15889
greek,22935
mexican,3143
mexican,48510
italian,35910
indian,17474
greek,32396
greek,24714
greek,36160
greek,20077
greek,28828
chinese,42205
mexican,36725
filipino,10316
greek,33623
mexican,39291
italian,49350
mexican,14699
italian,21702
mexican,41906
greek,4489
greek,24409
chinese,29332
greek,8337
filipino,918
southern_us,12435
greek,48231
jamaican,28383
mexican,4545
italian,13102
mexican,33947
greek,24615
japanese,49589
italian,41481
mexican,38905
french,19812
greek,6160
greek,38993
southern_us,34354
greek,31246
japanese,35369
southern_us,21637
greek,49617
greek,23003
greek,40683
greek,17920
greek,18021
chinese,46780
italian,1684
greek,1953
chinese,15537
greek,2489
italian,34708
greek,47554
greek,30298
greek,23459
cajun_creole,2593
italian,7216
mexican,35883
chinese,27039
greek,47957
greek,7815
italian,5270
mexican,10768
greek,29740
cajun_creole,3068
mexican,29535
mexican,7182
greek,7796
southern_us,41409
filipino,39671
greek,28559
japanese,32146
italian,23439
italian,31391
thai,42855
mexican,11813
italian,48272
chinese,12263
greek,2787
italian,16385
mexican,42523
greek,26150
southern_us,17544
greek,29802
greek,4294
southern_us,12696
greek,9075
southern_us,20159
southern_us,31282
greek,13057
vietnamese,26814
filipino,23909
greek,27882
spanish,43452
mexican,40246
thai,8493
greek,13302
mexican,25606
korean,14808
greek,40265
thai,13155
southern_us,28097
indian,32076
thai,36969
greek,13698
southern_us,38513
greek,15605
greek,47688
greek,22326
greek,43488
mexican,10245
thai,16145
mexican,9985
greek,37746
italian,41400
indian,26614
chinese,5327
greek,13015
filipino,13811
mexican,10180
greek,8164
southern_us,47951
mexican,42025
italian,10865
mexican,16815
thai,1025
greek,42784
greek,18319
greek,34353
mexican,44922
italian,16240
italian,29745
greek,2336
korean,17294
greek,1449
greek,30410
mexican,43341
italian,39594
french,8543
italian,27176
mexican,36562
italian,23285
mexican,26787
italian,6506
greek,8552
greek,46196
greek,22828
greek,43621
greek,47602
italian,14329
mexican,2924
mexican,5741
greek,10485
southern_us,12878
mexican,21771
italian,21059
chinese,4148
southern_us,21537
japanese,45452
southern_us,15489
french,46585
italian,18791
greek,40072
mexican,17587
chinese,7758
french,2853
indian,18218
indian,21720
greek,20872
indian,22022
italian,17887
greek,11422
italian,28294
greek,17435
greek,43716
japanese,40489
vietnamese,32770
mexican,16078
italian,46460
italian,12472
chinese,14100
filipino,14120
italian,40951
italian,30897
mexican,16708
indian,13341
greek,49029
japanese,14064
indian,1668
italian,28769
greek,7239
chinese,25963
greek,34427
french,6520
greek,10300
indian,1232
korean,42870
italian,33802
cajun_creole,46501
greek,32949
mexican,4085
greek,30682
greek,47315
greek,28249
greek,1084
greek,25559
italian,30714
greek,13272
indian,6781
greek,43462
greek,8440
japanese,23799
italian,42977
chinese,20214
southern_us,19527
italian,27604
mexican,15134
indian,21241
greek,3240
french,19794
chinese,37385
greek,5783
italian,30232
southern_us,26019
mexican,48921
greek,20762
greek,30226
italian,4783
greek,45445
italian,35042
italian,33632
greek,38332
chinese,32651
chinese,19338
mexican,28320
chinese,1488
mexican,33940
greek,2539
greek,29026
mexican,25889
greek,23589
indian,12933
greek,29127
italian,3207
italian,45732
italian,47696
italian,30481
thai,45419
indian,11406
greek,42319
italian,35370
chinese,42436
italian,27895
chinese,1645
indian,8787
vietnamese,7461
greek,29368
greek,29881
greek,32040
greek,7843
mexican,6254
italian,7747
greek,36361
greek,31378
greek,27634
italian,48903
italian,46841
cajun_creole,47660
greek,37772
greek,18485
mexican,36815
french,45159
greek,30140
greek,5126
greek,15363
indian,169
french,14652
greek,42988
mexican,26067
greek,22917
italian,18652
chinese,42035
italian,39445
italian,41203
greek,27623
mexican,142
greek,27341
mexican,41923
greek,49169
greek,16288
italian,9043
british,49711
indian,21753
mexican,40211
greek,48168
mexican,29426
greek,45945
greek,33165
japanese,40521
